"id","bdate","ddate","lifespan","data","name","seats"
"A008374",1051,1150,99,"ddm","福安",NA
"A008375",1133,1202,69,"ddm","夾谷清臣",NA
"A008376",1114,1173,59,"ddm","寶",NA
"A008378",1061,1115,54,"ddm","文準",NA
"A008379",1064,1131,67,"ddm","呂好問",NA
"A008386",1090,1155,65,"ddm","秦檜",NA
"A008387",1097,1164,67,"ddm","張浚",NA
"A008388",997,1062,65,"ddm","文悅",NA
"A008392",1078,1159,81,"ddm","李光",NA
"A008393",1027,1090,63,"ddm","法秀",NA
"A008395",1043,1116,73,"ddm","悟新",NA
"A008396",1652,1707,55,"ddm","空石傳意",NA
"A008397",1067,1120,53,"ddm","清遠",NA
"A008400",1080,1159,79,"ddm","韋氏",NA
"A008403",1079,1171,92,"ddm","佛性法泰",NA
"A008404",1094,1146,52,"ddm","護國景元",NA
"A008408",1103,1176,73,"ddm","慧遠",NA
"A008412",1058,1129,71,"ddm","心道",NA
"A008415",1036,1117,81,"ddm","維琳",NA
"A008422",1009,1080,71,"ddm","紹銑",NA
"A008424",1108,1177,69,"ddm","師一",NA
"A008425",1067,1138,71,"ddm","智才",NA
"A008427",1092,1146,54,"ddm","士珪",NA
"A008429",1114,1169,55,"ddm","法全",NA
"A008431",1098,1176,78,"ddm","慧升",NA
"A008449",1093,1185,92,"ddm","釋雲辯",NA
"A008454",703,757,54,"ddm","安祿山",NA
"A008460",1084,1149,65,"ddm","法忠",NA
"A008462",1085,1146,61,"ddm","李邴",NA
"A008465",1707,1778,71,"ddm","高佳高晉",NA
"A008467",1176,1251,75,"ddm","鄭清之",NA
"A008468",1081,1156,75,"ddm","法寧",NA
"A008470",1025,1100,75,"ddm","祖心",NA
"A008471",1045,1105,60,"ddm","黃庭堅",NA
"A008473",1080,1148,68,"ddm","莫將",NA
"A008474",1068,1107,39,"ddm","朱諤",NA
"A008477",1018,1117,99,"ddm","子英",NA
"A008484",1079,1134,55,"ddm","守珣",NA
"A008495",818,876,58,"ddm","李頻",NA
"A008497",821,887,66,"ddm","高駢",NA
"A008501",474,522,48,"ddm","王騫",NA
"A008502",701,782,81,"ddm","王縉",NA
"A008503",709,769,60,"ddm","杜鴻漸",NA
"A008509",986,1049,63,"ddm","淨土惟正",NA
"A008510",1065,1135,70,"ddm","元靜",NA
"A008514",1093,1185,92,"ddm","自回",NA
"A008517",1093,1185,92,"ddm","居靜",NA
"A008520",1093,1155,62,"ddm","彌光",NA
"A008526",1132,1169,37,"ddm","張孝祥",NA
"A008534",1440,1512,72,"ddm","屠滽",NA
"A008535",1321,1372,51,"ddm","王禕",NA
"A008538",1757,1827,70,"ddm","汪廷珍",NA
"A008541",1524,1597,73,"ddm","耿定向",NA
"A008542",1412,1499,87,"ddm","夏時正",NA
"A008545",1399,1460,61,"ddm","張楷",NA
"A008551",1520,1613,93,"ddm","吳炳庶",NA
"A008561",1092,1153,61,"ddm","鼎需",NA
"A008572",1451,1510,59,"ddm","劉瑾",NA
"A008573",1459,1532,73,"ddm","王瓊",NA
"A008582",1100,1176,76,"ddm","宗元",NA
"A008584",1610,1695,85,"ddm","黃宗羲",NA
"A008587",1099,1191,92,"ddm","釋清旦",NA
"A008588",1498,1583,85,"ddm","王畿",NA
"A008592",1113,1180,67,"ddm","釋行機",NA
"A008598",829,874,45,"ddm","路巖",NA
"A008599",820,884,64,"ddm","黃巢",NA
"A008600",1092,1184,92,"ddm","釋仰安",NA
"A008602",1110,1191,81,"ddm","寶印",NA
"A008603",1117,1192,75,"ddm","智策",NA
"A008605",1092,1184,92,"ddm","諱才",NA
"A008609",1066,1142,76,"ddm","性空妙普",NA
"A008612",1069,1129,60,"ddm","應端",NA
"A008615",1079,1161,82,"ddm","道震",NA
"A008621",1084,1158,74,"ddm","法一",NA
"A008626",1048,1124,76,"ddm","普交",NA
"A008630",1047,1114,67,"ddm","道旻",NA
"A008631",1483,1544,61,"ddm","張邦奇",NA
"A008635",1034,1096,62,"ddm","應乾",NA
"A008642",32,92,60,"ddm","班固",NA
"A008670",1310,1368,58,"ddm","陶安",NA
"A008674",1110,1174,64,"ddm","虞允文",NA
"A008678",1069,1162,93,"ddm","覺海法因",NA
"A008688",1278,1344,66,"ddm","錢良右",NA
"A008692",1081,1180,99,"ddm","報恩法常",NA
"A008693",912,981,69,"ddm","薛居正",NA
"A008699",1370,1389,19,"ddm","朱檀",NA
"A008702",1096,1146,50,"ddm","劉彥脩",NA
"A008704",1046,1145,99,"ddm","海慧",NA
"A008707",1081,1180,99,"ddm","有權",NA
"A008709",1195,1262,67,"ddm","吳潛",NA
"A008710",659,744,85,"ddm","賀知章",NA
"A008711",719,756,37,"ddm","楊玉環",NA
"A008712",684,762,78,"ddm","高力士",NA
"A008714",697,781,84,"ddm","郭子儀",NA
"A008717",841,893,52,"ddm","杜讓能",NA
"A008719",837,908,71,"ddm","司空圖",NA
"A008721",741,824,83,"ddm","鳥窠道林",NA
"A008722",692,762,70,"ddm","李持盈",NA
"A008723",748,820,72,"ddm","鄭餘慶",NA
"A008726",1491,1562,71,"ddm","鄒守益",NA
"A008729",1096,1169,73,"ddm","德昇",NA
"A008733",1113,1205,92,"ddm","自圓",NA
"A008735",1133,1225,92,"ddm","彥充",NA
"A008738",1115,1173,58,"ddm","安永",NA
"A008740",1121,1189,68,"ddm","曇密",NA
"A008748",1151,1205,54,"ddm","道悟",NA
"A008750",1085,1184,99,"ddm","白雲海",NA
"A008767",1654,1739,85,"ddm","郎遂",NA
"A008773",1488,1546,58,"ddm","侯緘",NA
"A008780",1584,1626,42,"ddm","黃尊素",NA
"A008784",658,736,78,"ddm","釋義福",NA
"A008785",690,738,48,"ddm","武氏",NA
"A008804",898,980,82,"ddm","宗淵",NA
"A008805",892,951,59,"ddm","行脩",NA
"A008807",834,930,96,"ddm","𧦬光",NA
"A008808",843,925,82,"ddm","無迹",NA
"A008816",811,898,87,"ddm","慧沐",NA
"A008819",748,847,99,"ddm","元表",NA
"A008821",784,839,55,"ddm","好直",NA
"A008822",747,835,88,"ddm","法融",NA
"A008823",754,828,74,"ddm","寧賁",NA
"A008826",741,822,81,"ddm","慧涉",NA
"A008828",727,802,75,"ddm","澄心",NA
"A008829",743,800,57,"ddm","玄晏",NA
"A008830",708,799,91,"ddm","行覺",NA
"A008831",718,796,78,"ddm","澧陽慧演",NA
"A008832",705,787,82,"ddm","懷空",NA
"A008837",727,766,39,"ddm","尸羅迷伽",NA
"A008840",704,762,58,"ddm","李輔國",NA
"A008847",703,782,79,"ddm","徐浩",NA
"A008848",680,742,62,"ddm","李憲",NA
"A008851",686,734,48,"ddm","李業",NA
"A008865",1593,1663,70,"ddm","胡世安",NA
"A008866",742,784,42,"ddm","朱泚",NA
"A008868",1625,1673,48,"ddm","蔣超",NA
"A008876",654,717,63,"ddm","道岸",NA
"A008882",587,658,71,"ddm","道因",NA
"A008886",576,647,71,"ddm","高儉",NA
"A008888",595,670,75,"ddm","盧承慶",NA
"A008899",1372,1456,84,"ddm","道孚",NA
"A008902",1631,1700,69,"ddm","可聞海源",NA
"A008906",1600,1664,64,"ddm","仁菴濟義",NA
"A008907",1528,1598,70,"ddm","韓世能",NA
"A008917",946,1015,69,"ddm","張詠",NA
"A008918",1053,1110,57,"ddm","晁補之",NA
"A008921",1880,1963,83,"ddm","陳無我",NA
"A008924",291,361,70,"ddm","常璩",NA
"A008925",1272,1355,83,"ddm","薩都剌",NA
"A008929",232,300,68,"ddm","張華",NA
"A008930",472,527,55,"ddm","酈道元",NA
"A008934",1369,1415,46,"ddm","解縉",NA
"A008937",585,658,73,"ddm","尉遲恭",NA
"A008943",1023,1074,51,"ddm","錢公輔",NA
"A008945",1249,1295,46,"ddm","謝翺",NA
"A008955",1125,1210,85,"ddm","陸游",NA
"A008957",1141,1218,77,"ddm","章穎",NA
"A008958",1213,1271,58,"ddm","道燦",NA
"A008961",1137,1207,70,"ddm","淨全",NA
"A008964",1138,1212,74,"ddm","達觀",NA
"A008965",1195,1246,51,"ddm","孟珙",NA
"A008970",634,712,78,"ddm","弘景",NA
"A008991",1170,1241,71,"ddm","高翥",NA
"A008995",1244,1310,66,"ddm","戴表元",NA
"A008998",1314,1376,62,"ddm","朱右",NA
"A008999",1820,1887,67,"ddm","丁寶楨",NA
"A009002",1189,1265,76,"ddm","原肇",NA
"A009005",1309,1386,77,"ddm","無慍",NA
"A009008",1606,1681,75,"ddm","性一",NA
"A009017",1007,1087,80,"ddm","范鎮",NA
"A009020",1009,1066,57,"ddm","蘇洵",NA
"A009022",1372,1423,51,"ddm","朱椿",NA
"A009023",1336,1373,37,"ddm","高啟",NA
"A009024",1446,1511,65,"ddm","王敕",NA
"A009028",649,713,64,"ddm","薛稷",NA
"A009033",1499,1579,80,"ddm","別傳",NA
"A009035",1547,1628,81,"ddm","丁雲鵬",NA
"A009040",788,850,62,"ddm","李德裕",NA
"A009043",996,1066,70,"ddm","宋庠",NA
"A009046",596,658,62,"ddm","褚遂良",NA
"A009049",685,758,73,"ddm","吳道子",NA
"A009051",-1055,-1021,34,"ddm","姬誦",NA
"A009063",647,715,68,"ddm","魏知古",NA
"A009064",1404,1473,69,"ddm","紹琦",NA
"A009068",656,713,57,"ddm","郭元振",NA
"A009070",665,736,71,"ddm","陸象先",NA
"A009076",659,729,70,"ddm","徐堅",NA
"A009087",1263,1334,71,"ddm","了義",NA
"A009091",1285,1353,68,"ddm","張起巖",NA
"A009097",1304,1355,51,"ddm","朵兒只",NA
"A009118",1526,1601,75,"ddm","通天",NA
"A009148",1396,1452,56,"ddm","王康",NA
"A009151",1385,1462,77,"ddm","吳餘慶",NA
"A009164",1389,1449,60,"ddm","祖淵",NA
"A009166",1500,1577,77,"ddm","張時徹",NA
"A009171",739,797,58,"ddm","李復",NA
"A009174",698,759,61,"ddm","楚金",NA
"A009180",797,875,78,"ddm","玄暢",NA
"A009183",754,820,66,"ddm","歸登",NA
"A009185",755,815,60,"ddm","劉伯芻",NA
"A009193",1506,1585,79,"ddm","范欽",NA
"A009194",1470,1559,89,"ddm","文徵明",NA
"A009225",-329,-259,70,"ddm","藺相如",NA
"A009233",862,961,99,"ddm","道潛",NA
"A009238",746,838,92,"ddm","法照",NA
"A009245",640,690,50,"ddm","僧瑗",NA
"A009251",627,713,86,"ddm","印宗",NA
"A009257",1198,1262,64,"ddm","了惠",NA
"A009258",719,772,53,"ddm","元結",NA
"A009259",1239,1301,62,"ddm","介清",NA
"A009280",1619,1692,73,"ddm","周容",NA
"A009283",1622,1685,63,"ddm","杜漺",NA
"A009284",1622,1680,58,"ddm","李鄴嗣",NA
"A009285",58,147,89,"ddm","許慎",NA
"A009287",1622,1682,60,"ddm","本僼",NA
"A009292",936,1012,76,"ddm","宋白",NA
"A009293",940,1003,63,"ddm","田錫",NA
"A009294",110,169,59,"ddm","李膺",NA
"A009296",988,1063,75,"ddm","龐籍",NA
"A009311",1102,1170,68,"ddm","王之望",NA
"A009313",594,632,38,"ddm","張公謹",NA
"A009316",1635,1715,80,"ddm","江皋",NA
"A009319",651,739,88,"ddm","嵩山普寂",NA
"A009323",1628,1699,71,"ddm","姜宸英",NA
"A009327",1644,1729,85,"ddm","裘璉",NA
"A009334",1335,1393,58,"ddm","寶曇",NA
"A009335",1640,1676,36,"ddm","張士塤",NA
"A009342",1408,1508,100,"ddm","朱賓瀚",NA
"A009344",1662,1731,69,"ddm","張錫璁",NA
"A009348",835,899,64,"ddm","元安",NA
"A009351",681,755,74,"ddm","裴寬",NA
"A009365",773,831,58,"ddm","李渤",NA
"A009373",1497,1580,83,"ddm","李元陽",NA
"A009379",907,987,80,"ddm","承璟",NA
"A009388",-575,-488,87,"ddm","范蠡",NA
"A009397",177,217,40,"ddm","王粲",NA
"A009402",722,770,48,"ddm","魚朝恩",NA
"A009415",1669,1734,65,"ddm","明哲",NA
"A009420",948,1031,83,"ddm","晁迥",NA
"A009421",1629,1709,80,"ddm","朱彝尊",NA
"A009422",1550,1610,60,"ddm","孫繼皋",NA
"A009428",987,1082,95,"ddm","張伯端",NA
"A009432",1007,1072,65,"ddm","歐陽修",NA
"A009435",876,925,49,"ddm","誠慧",NA
"A009436",1009,1059,50,"ddm","李覯",NA
"A009446",1569,1645,76,"ddm","胡震亨",NA
"A009447",819,914,95,"ddm","大同",NA
"A009449",840,901,61,"ddm","曹山本寂",NA
"A009452",779,831,52,"ddm","元稹",NA
"A009460",739,824,85,"ddm","天然",NA
"A009461",1011,1077,66,"ddm","邵雍",NA
"A009482",1089,1171,82,"ddm","道昌",NA
"A009489",807,869,62,"ddm","良价",NA
"A009491",807,883,76,"ddm","慧寂",NA
"A009494",910,977,67,"ddm","廣悟",NA
"A009505",1050,1103,53,"ddm","謝良佐",NA
"A009507",132,192,60,"ddm","蔡邕",NA
"A009511",1149,1206,57,"ddm","義雲",NA
"A009515",1012,1092,80,"ddm","承皓",NA
"A009517",737,836,99,"ddm","無著",NA
"A009525",1047,1126,79,"ddm","蔡京",NA
"A009527",733,795,62,"ddm","李自良",NA
"A009531",740,804,64,"ddm","齊抗",NA
"A009532",749,801,52,"ddm","韋渠牟",NA
"A009534",758,815,57,"ddm","武元衡",NA
"A009535",752,829,77,"ddm","鄭絪",NA
"A009536",759,818,59,"ddm","權德輿",NA
"A009537",758,835,77,"ddm","李逢吉",NA
"A009538",755,829,74,"ddm","錢徽",NA
"A009547",1053,1123,70,"ddm","游酢",NA
"A009553",1506,1584,78,"ddm","徧融",NA
"A009554",1044,1130,86,"ddm","楊時",NA
"A009565",1381,1446,65,"ddm","無際明悟",NA
"A009572",1060,1124,64,"ddm","陳瓘",NA
"A009577",1619,1675,56,"ddm","性藏",NA
"A009578",1380,1431,51,"ddm","朱模",NA
"A009579",1546,1630,84,"ddm","王象乾",NA
"A009583",1189,1263,74,"ddm","廣聞",NA
"A009590",669,751,82,"ddm","法慎",NA
"A009591",728,762,34,"ddm","靈一",NA
"A009592",1151,1225,74,"ddm","如琰",NA
"A009594",1083,1140,57,"ddm","李綱",NA
"A009596",634,713,79,"ddm","慧威",NA
"A009598",1483,1565,82,"ddm","永寧",NA
"A009605",673,754,81,"ddm","玄朗",NA
"A009611",1501,1575,74,"ddm","法會",NA
"A009612",1508,1576,68,"ddm","趙貞吉",NA
"A009615",710,788,78,"ddm","神邕",NA
"A009623",1511,1586,75,"ddm","陳以勤",NA
"A009652",1597,1666,69,"ddm","海明",NA
"A009653",741,819,78,"ddm","智藏",NA
"A009654",1185,1269,84,"ddm","虛堂智愚",NA
"A009658",1156,1226,70,"ddm","普巖",NA
"A009664",770,836,66,"ddm","端甫",NA
"A009665",1194,1277,83,"ddm","善珍",NA
"A009677",1167,1250,83,"ddm","文禮",NA
"A009679",1221,1308,87,"ddm","淨日",NA
"A009680",1868,1951,83,"ddm","郭經",NA
"A009681",1258,1331,73,"ddm","至美",NA
"A009685",799,872,73,"ddm","張義潮",NA
"A009693",1280,1357,77,"ddm","懷信",NA
"A009701",775,832,57,"ddm","杜元穎",NA
"A009711",774,850,76,"ddm","高元裕",NA
"A009712",1355,1422,67,"ddm","本來",NA
"A009732",813,858,45,"ddm","李商隱",NA
"A009734",1328,1392,64,"ddm","清濬",NA
"A009746",1328,1374,46,"ddm","力金",NA
"A009747",1680,1732,52,"ddm","愛新覺羅胤祺",NA
"A009795",462,521,59,"ddm","劉孝標",NA
"A009805",722,789,67,"ddm","李泌",NA
"A009817",661,702,41,"ddm","陳子昂",NA
"A009832",768,844,76,"ddm","志遠",NA
"A009836",1441,1522,81,"ddm","韓懋",NA
"A009837",726,765,39,"ddm","嚴武",NA
"A009839",1032,1098,66,"ddm","了元",NA
"A009843",1705,1755,50,"ddm","全祖望",NA
"A009851",1665,1743,78,"ddm","鄭性",NA
"A009855",1446,1499,53,"ddm","程敏政",NA
"A009862",840,911,71,"ddm","彥暉",NA
"A009872",414,466,52,"ddm","鮑照",NA
"A009873",1125,1183,58,"ddm","吳儆",NA
"A009874",862,936,74,"ddm","歸嶼",NA
"A009876",650,692,42,"ddm","楊炯",NA
"A009881",1488,1559,71,"ddm","楊慎",NA
"A009885",865,935,70,"ddm","令諲",NA
"A009889",689,740,51,"ddm","孟浩然",NA
"A009891",856,908,52,"ddm","李克用",NA
"A009892",1527,1602,75,"ddm","李贄",NA
"A009901",863,935,72,"ddm","貞誨",NA
"A009903",1413,1455,42,"ddm","朱瞻塙",NA
"A009905",860,934,74,"ddm","可止",NA
"A009912",670,727,57,"ddm","蘇頲",NA
"A009915",715,770,55,"ddm","岑參",NA
"A009916",828,903,75,"ddm","曹松",NA
"A009922",882,954,72,"ddm","馮道",NA
"A009926",836,935,99,"ddm","趙鳳",NA
"A009937",877,949,72,"ddm","巨岷",NA
"A009939",1100,1163,63,"ddm","馮時行",NA
"A009942",877,949,72,"ddm","恒超",NA
"A009943",1354,1435,81,"ddm","迦也失",NA
"A009946",879,948,69,"ddm","僧照",NA
"A009958",897,949,52,"ddm","從隱",NA
"A009960",1538,1616,78,"ddm","袁昌祚",NA
"A009972",1536,1616,80,"ddm","周光鎬",NA
"A009976",833,909,76,"ddm","羅隱",NA
"A009977",1592,1652,60,"ddm","王鐸",NA
"A009978",876,958,82,"ddm","智佺",NA
"A009981",1609,1672,63,"ddm","吳偉業",NA
"A009986",1621,1664,43,"ddm","楊思聖",NA
"A010001",903,974,71,"ddm","陳思讓",NA
"A010003",890,961,71,"ddm","皓端",NA
"A010004",1609,1667,58,"ddm","行密",NA
"A010005",864,948,84,"ddm","希覺",NA
"A010007",1613,1676,63,"ddm","行喜",NA
"A010009",943,999,56,"ddm","錢昱",NA
"A010011",910,964,54,"ddm","傅章",NA
"A010022",1897,1964,67,"ddm","王恩洋",NA
"A010029",919,969,50,"ddm","繼倫",NA
"A010031",905,959,54,"ddm","王朴",NA
"A010035",912,986,74,"ddm","慈光悟恩",NA
"A010037",1607,1654,47,"ddm","行澤",NA
"A010042",919,987,68,"ddm","義寂",NA
"A010043",951,1006,55,"ddm","衛紹欽",NA
"A010045",1593,1642,49,"ddm","通授",NA
"A010048",683,769,86,"ddm","慧忠",NA
"A010049",629,695,66,"ddm","慧方",NA
"A010050",635,702,67,"ddm","法持",NA
"A010051",653,729,76,"ddm","智威",NA
"A010054",1359,1398,39,"ddm","朱棡",NA
"A010055",1612,1672,60,"ddm","淨瑩",NA
"A010057",1608,1685,77,"ddm","圅昰",NA
"A010061",1606,1646,40,"ddm","張獻忠",NA
"A010069",696,763,67,"ddm","房琯",NA
"A010072",699,779,80,"ddm","釋進平",NA
"A010073",659,742,83,"ddm","趙蕤",NA
"A010074",663,737,74,"ddm","宋璟",NA
"A010075",667,761,94,"ddm","司空本淨",NA
"A010077",1603,1672,69,"ddm","如相",NA
"A010096",1551,1635,84,"ddm","張鶴鳴",NA
"A010097",631,692,61,"ddm","釋曇璀",NA
"A010112",653,706,53,"ddm","崔融",NA
"A010119",665,713,48,"ddm","永嘉玄覺",NA
"A010120",933,993,60,"ddm","黃居寀",NA
"A010121",903,965,62,"ddm","黃筌",NA
"A010142",1586,1650,64,"ddm","慧麗",NA
"A010151",662,725,63,"ddm","慧朗",NA
"A010152",1605,1645,40,"ddm","圓䂐",NA
"A010163",711,784,73,"ddm","李揆",NA
"A010166",709,780,71,"ddm","劉長卿",NA
"A010167",708,784,76,"ddm","蕭定",NA
"A010175",1604,1649,45,"ddm","楊展",NA
"A010177",647,727,80,"ddm","巨方",NA
"A010189",1488,1561,73,"ddm","陳儒",NA
"A010192",645,736,91,"ddm","香育",NA
"A010193",442,490,48,"ddm","馮氏",NA
"A010198",645,736,91,"ddm","降魔藏",NA
"A010209",697,761,64,"ddm","韋陟",NA
"A010237",755,817,62,"ddm","釋惟寬",NA
"A010238",755,816,61,"ddm","懷暉",NA
"A010239",691,746,55,"ddm","靈著",NA
"A010246",680,744,64,"ddm","法翫",NA
"A010251",668,752,84,"ddm","鶴林玄素",NA
"A010256",1084,1145,61,"ddm","呂本中",NA
"A010258",678,750,72,"ddm","齊澣",NA
"A010265",656,746,90,"ddm","王琚",NA
"A010269",1098,1156,58,"ddm","胡寅",NA
"A010280",528,600,72,"ddm","令休",NA
"A010281",1101,1147,46,"ddm","劉子翬",NA
"A010291",701,791,90,"ddm","希遷",NA
"A010296",738,820,82,"ddm","慧朗",NA
"A010299",748,807,59,"ddm","釋道悟",NA
"A010300",1118,1176,58,"ddm","汪應辰",NA
"A010304",720,794,74,"ddm","神會",NA
"A010305",684,762,78,"ddm","無相",NA
"A010310",765,839,74,"ddm","裴度",NA
"A010311",712,782,70,"ddm","第五琦",NA
"A010312",724,784,60,"ddm","陳少游",NA
"A010314",723,787,64,"ddm","韓滉",NA
"A010318",695,785,90,"ddm","釋廣敷",NA
"A010320",897,972,75,"ddm","常覺",NA
"A010324",729,795,66,"ddm","崔元翰",NA
"A010327",734,825,91,"ddm","壽州道樹",NA
"A010329",696,773,77,"ddm","慧空",NA
"A010331",752,830,78,"ddm","元觀",NA
"A010332",755,840,85,"ddm","崇珪",NA
"A010333",703,761,58,"ddm","史思明",NA
"A010334",752,844,92,"ddm","梁山全植",NA
"A010341",764,833,69,"ddm","楊元卿",NA
"A010342",648,734,86,"ddm","處寂",NA
"A010345",1141,1226,85,"ddm","楊簡",NA
"A010346",722,790,68,"ddm","鮑防",NA
"A010347",735,814,79,"ddm","釋智藏",NA
"A010353",715,805,90,"ddm","志滿",NA
"A010354",716,807,91,"ddm","光瑤",NA
"A010355",735,807,72,"ddm","道堅",NA
"A010361",748,795,47,"ddm","齊映",NA
"A010367",1137,1213,76,"ddm","樓鑰",NA
"A010370",668,767,99,"ddm","田神功",NA
"A010372",783,817,34,"ddm","吳元濟",NA
"A010373",721,820,99,"ddm","李鄘",NA
"A010374",170,222,52,"ddm","張遼",NA
"A010384",895,960,65,"ddm","光嶼",NA
"A010385",1683,1745,62,"ddm","實徹",NA
"A010386",1686,1765,79,"ddm","福聚",NA
"A010388",1301,1373,72,"ddm","子榮",NA
"A010389",1319,1374,55,"ddm","方國珍",NA
"A010391",731,813,82,"ddm","紫玉道通",NA
"A010392",741,821,80,"ddm","釋自在",NA
"A010393",721,820,99,"ddm","李道古",NA
"A010395",772,841,69,"ddm","李翺",NA
"A010396",757,810,53,"ddm","劉濟",NA
"A010397",668,766,98,"ddm","業方",NA
"A010402",777,853,76,"ddm","智頵",NA
"A010405",871,947,76,"ddm","智朗",NA
"A010412",707,806,99,"ddm","寶修",NA
"A010413",751,830,79,"ddm","佛窟惟則",NA
"A010420",747,818,71,"ddm","釋靈默",NA
"A010429",721,820,99,"ddm","釋甄叔",NA
"A010434",702,780,78,"ddm","恒月",NA
"A010436",701,788,87,"ddm","真亮",NA
"A010438",785,884,99,"ddm","王鐸",NA
"A010439",701,784,83,"ddm","釋思公",NA
"A010440",779,849,70,"ddm","牛僧孺",NA
"A010441",692,791,99,"ddm","曇真",NA
"A010448",910,990,80,"ddm","守初",NA
"A010449",917,979,62,"ddm","普勝",NA
"A010451",761,822,61,"ddm","釋無業",NA
"A010454",733,794,61,"ddm","李抱真",NA
"A010455",726,795,69,"ddm","馬燧",NA
"A010456",735,801,66,"ddm","王武俊",NA
"A010457",686,785,99,"ddm","朱滔",NA
"A010467",744,823,79,"ddm","釋如會",NA
"A010468",772,832,60,"ddm","崔群",NA
"A010472",747,826,79,"ddm","釋太毓",NA
"A010473",764,834,70,"ddm","陸亙",NA
"A010476",774,829,55,"ddm","韋處厚",NA
"A010480",758,827,69,"ddm","釋曇藏",NA
"A010482",755,829,74,"ddm","靈彖",NA
"A010483",729,828,99,"ddm","王潛",NA
"A010485",732,831,99,"ddm","明覺",NA
"A010492",735,833,98,"ddm","圓脩",NA
"A010501",782,841,59,"ddm","曇晟",NA
"A010502",740,829,89,"ddm","甄公",NA
"A010505",736,835,99,"ddm","釋智藏",NA
"A010510",746,829,83,"ddm","惟儼",NA
"A010511",850,912,62,"ddm","玄泰",NA
"A010512",752,839,87,"ddm","釋法常",NA
"A010515",754,837,83,"ddm","崇演",NA
"A010516",773,846,73,"ddm","李紳",NA
"A010523",788,864,76,"ddm","盧簡求",NA
"A010524",757,843,86,"ddm","惟政",NA
"A010533",1901,1992,91,"ddm","蔡念生",NA
"A010534",755,854,99,"ddm","玄策",NA
"A010535",1896,1950,54,"ddm","傅斯年",NA
"A010538",780,862,82,"ddm","寰中",NA
"A010540",1641,1714,73,"ddm","范承勳",NA
"A010541",1587,1641,54,"ddm","徐弘祖",NA
"A010548",790,866,76,"ddm","藏奐",NA
"A010559",793,866,73,"ddm","釋鑒宗",NA
"A010564",798,879,81,"ddm","藏廙",NA
"A010572",814,887,73,"ddm","周寶",NA
"A010588",835,902,67,"ddm","道膺",NA
"A010589",1602,1673,71,"ddm","大錯和尚",NA
"A010592",835,907,72,"ddm","有緣",NA
"A010594",753,852,99,"ddm","定蘭",NA
"A010596",792,861,69,"ddm","白敏中",NA
"A010613",849,892,43,"ddm","陳巖",NA
"A010617",834,905,71,"ddm","釋恒通",NA
"A010618",788,868,80,"ddm","景岑",NA
"A010623",820,903,83,"ddm","慧恭",NA
"A010632",1045,1099,54,"ddm","擇瑛",NA
"A010634",821,900,79,"ddm","文喜",NA
"A010636",1046,1114,68,"ddm","中立",NA
"A010642",858,903,45,"ddm","田頵",NA
"A010644",1613,1689,76,"ddm","學蘊",NA
"A010645",1304,1370,66,"ddm","智度",NA
"A010646",1047,1122,75,"ddm","守訥",NA
"A010654",811,895,84,"ddm","圓紹",NA
"A010659",864,924,60,"ddm","袁象先 ",NA
"A010660",1050,1094,44,"ddm","羅漢系南",NA
"A010661",1587,1667,80,"ddm","還源",NA
"A010678",845,935,90,"ddm","匡仁",NA
"A010679",1053,1113,60,"ddm","道寧",NA
"A010681",835,923,88,"ddm","居遁",NA
"A010683",867,928,61,"ddm","桂琛",NA
"A010691",868,937,69,"ddm","道怤",NA
"A010693",1593,1648,55,"ddm","明方",NA
"A010696",844,943,99,"ddm","休復",NA
"A010700",882,947,65,"ddm","清化全付",NA
"A010701",1633,1681,48,"ddm","今無",NA
"A010703",1611,1666,55,"ddm","傳裔",NA
"A010705",1620,1686,66,"ddm","本皙",NA
"A010706",1491,1580,89,"ddm","如空",NA
"A010707",1576,1620,44,"ddm","慧廣",NA
"A010708",1587,1642,55,"ddm","妙用",NA
"A010709",1613,1646,33,"ddm","悟鈞",NA
"A010710",1612,1673,61,"ddm","悟進",NA
"A010711",1615,1678,63,"ddm","悟元",NA
"A010713",850,938,88,"ddm","光湧",NA
"A010716",858,946,88,"ddm","善靜",NA
"A010725",870,947,77,"ddm","靈照",NA
"A010731",874,921,47,"ddm","王鎔",NA
"A010740",902,970,68,"ddm","韓熙載",NA
"A010755",898,977,79,"ddm","緣德",NA
"A010758",1203,1258,55,"ddm","印簡",NA
"A010767",89,151,62,"ddm","錢讓",NA
"A010797",235,294,59,"ddm","唐彬",NA
"A010808",668,752,84,"ddm","子瑀",NA
"A010815",675,742,67,"ddm","玄儼",NA
"A010831",671,743,72,"ddm","徐安貞",NA
"A010832",645,715,70,"ddm","康希銑",NA
"A010837",1271,1337,66,"ddm","慧印",NA
"A010849",643,742,99,"ddm","德秀",NA
"A010852",689,780,91,"ddm","釋詮",NA
"A010853",1319,1391,72,"ddm","見心來復",NA
"A010854",650,716,66,"ddm","畢構",NA
"A010856",639,738,99,"ddm","崔希逸",NA
"A010857",698,756,58,"ddm","王昌齡",NA
"A010861",667,766,99,"ddm","懷一",NA
"A010882",682,760,78,"ddm","道光",NA
"A010883",687,763,76,"ddm","鑑真",NA
"A010886",650,749,99,"ddm","榮叡",NA
"A010888",684,729,45,"ddm","長屋王",NA
"A010889",723,823,100,"ddm","思託",NA
"A010894",700,770,70,"ddm","守真",NA
"A010897",926,985,59,"ddm","文備",NA
